street_address,city,state,zipCode,latitude,longitude,beds,rent_price/month,listed_date,property_link
"Apartment for rent - 1441 W 26th Ave UNIT B2, Anchorage, AK 99503",Anchorage,AK,99503,61.197586,-149.91158,2,$2000.0,11 hours ago,https://www.zillow.com/homedetails/1441-W-26th-Ave-UNIT-B2-Anchorage-AK-99503/59762489_zpid/
"Apartment for rent - 3305 Cope St #A, Anchorage, AK 99503",Anchorage,AK,99503,61.19023,-149.90213,2,$2500.0,1 day ago,https://www.zillow.com/homedetails/3305-Cope-St-A-Anchorage-AK-99503/2066988553_zpid/
"Apartment for rent - (undisclosed Address), North Pole, AK 99705",North Pole,AK,99705,,,1,$1400.0,1 day ago,https://www.zillow.com/homedetails/North-Pole-AK-99705/2059102910_zpid/
"Apartment for rent - (undisclosed Address), Anchorage, AK 99508",Anchorage,AK,99508,,,2,$1850.0,18 hours ago,https://www.zillow.com/homedetails/Anchorage-AK-99508/2065736462_zpid/
"Apartment for rent - 9364 Morningside Loop, Anchorage, AK 99515",Anchorage,AK,99515,61.13351,-149.85846,2,$1800.0,2 days ago,https://www.zillow.com/homedetails/9364-Morningside-Loop-Anchorage-AK-99515/2077783517_zpid/
"House for rent - 12432 Crested Butte Dr, Eagle River, AK 99577",Eagle River,AK,99577,61.33281,-149.58008,3,$2600.0,2 days ago,https://www.zillow.com/homedetails/12432-Crested-Butte-Dr-Eagle-River-AK-99577/55397_zpid/
"Apartment for rent - 3954 Bartlett St APT A, Homer, AK 99603",Homer,AK,99603,59.64739,-151.54906,2,$1550.0,4 days ago,https://www.zillow.com/homedetails/3954-Bartlett-St-APT-A-Homer-AK-99603/2062275737_zpid/
"Apartment for rent - 5304 Cope St #4, Anchorage, AK 99518",Anchorage,AK,99518,61.17203,-149.90274,2,$2500.0,5 days ago,https://www.zillow.com/homedetails/5304-Cope-St-4-Anchorage-AK-99518/2067767917_zpid/
"Apartment for rent - 112 Alex Hatley Dr #A, Bethel, AK 99559",Bethel,AK,99559,60.78718,-161.81139,0,$1327.0,5 days ago,https://www.zillow.com/homedetails/112-Alex-Hatley-Dr-A-Bethel-AK-99559/2080561879_zpid/
"Apartment for rent - 1715 Roberts Rd #2, Fairbanks, AK 99709",Fairbanks,AK,99709,64.83315,-147.81892,3,$2000.0,6 days ago,https://www.zillow.com/homedetails/1715-Roberts-Rd-2-Fairbanks-AK-99709/2059166376_zpid/
"Apartment for rent - 8640 E 10th Ave APT A, Anchorage, AK 99504",Anchorage,AK,99504,61.213085,-149.71875,2,$1350.0,2 days ago,https://www.zillow.com/homedetails/8640-E-10th-Ave-APT-A-Anchorage-AK-99504/2087475287_zpid/
"Apartment for rent - 892 Agnes Ln #A, North Pole, AK 99705",North Pole,AK,99705,64.827675,-147.38824,2,$1375.0,8 days ago,https://www.zillow.com/homedetails/892-Agnes-Ln-A-North-Pole-AK-99705/2076645338_zpid/
"Apartment for rent - (undisclosed Address), North Pole, AK 99705",North Pole,AK,99705,,,2,$1525.0,7 days ago,https://www.zillow.com/homedetails/North-Pole-AK-99705/251178503_zpid/
"Townhouse for rent - 1336 W 23rd Ave UNIT 210, Anchorage, AK 99503",Anchorage,AK,99503,61.1991,-149.90857,0,$1145.0,53 days ago,https://www.zillow.com/homedetails/1336-W-23rd-Ave-UNIT-210-Anchorage-AK-99503/2059554488_zpid/
