street_address,city,state,zipCode,latitude,longitude,beds,sale_price,listed_date,property_link
2418 20th Ave APT 205,San Francisco,CA,94116,37.74268,-122.476395,2,$795000.0,3D Tour,https://www.zillow.com/homedetails/2418-20th-Ave-APT-205-San-Francisco-CA-94116/96049244_zpid/
301 Mission St APT 20H,San Francisco,CA,94105,37.790543,-122.39593,1,$658000.0,5 days on Zillow,https://www.zillow.com/homedetails/301-Mission-St-APT-20H-San-Francisco-CA-94105/111710959_zpid/
1725 Quesada Ave,San Francisco,CA,94124,37.73334,-122.39199,3,$765000.0,"$10,000 (Feb 17)",https://www.zillow.com/homedetails/1725-Quesada-Ave-San-Francisco-CA-94124/241586542_zpid/
2096 California St,San Francisco,CA,94109,37.789722,-122.42864,1,$839000.0,5 days on Zillow,https://www.zillow.com/homedetails/2096-California-St-San-Francisco-CA-94109/2066604974_zpid/
199 New Montgomery St UNIT 408,San Francisco,CA,94105,37.786606,-122.3991,1,$428263.0,225 days on Zillow,https://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-408-San-Francisco-CA-94105/80749414_zpid/
323 Head St,San Francisco,CA,94132,37.71297,-122.46466,2,$849000.0,14 days on Zillow,https://www.zillow.com/homedetails/323-Head-St-San-Francisco-CA-94132/15194958_zpid/
2942 22nd St,San Francisco,CA,94110,37.75581,-122.41318,2,$799000.0,8 days on Zillow,https://www.zillow.com/homedetails/2942-22nd-St-San-Francisco-CA-94110/2106625070_zpid/
988 Fulton St APT 316,San Francisco,CA,94117,37.777706,-122.43235,1,$595000.0,Open: Sun. 1-3pm,https://www.zillow.com/homedetails/988-Fulton-St-APT-316-San-Francisco-CA-94117/79846149_zpid/
370 Monterey Blvd APT 201,San Francisco,CA,94131,37.731842,-122.44339,1,$414159.0,3D Tour,https://www.zillow.com/homedetails/370-Monterey-Blvd-APT-201-San-Francisco-CA-94131/15138651_zpid/
1461 Broadway APT 305,San Francisco,CA,94109,37.795708,-122.421265,2,$849000.0,34 days on Zillow,https://www.zillow.com/homedetails/1461-Broadway-APT-305-San-Francisco-CA-94109/15072915_zpid/
611 Mason St APT 506,San Francisco,CA,94108,37.78927,-122.41049,2,$799000.0,12 days on Zillow,https://www.zillow.com/homedetails/611-Mason-St-APT-506-San-Francisco-CA-94108/2126280068_zpid/
143 Louisburg St,San Francisco,CA,94112,37.721,-122.449455,2,$824900.0,28 days on Zillow,https://www.zillow.com/homedetails/143-Louisburg-St-San-Francisco-CA-94112/15188869_zpid/
501 Crescent Way APT 5410,San Francisco,CA,94134,37.71226,-122.38856,2,$699000.0,32 days on Zillow,https://www.zillow.com/homedetails/501-Crescent-Way-APT-5410-San-Francisco-CA-94134/79843526_zpid/
"Loft Residences Plan, 1288 Howard",San Francisco,CA,94103,37.775436,-122.413025,1,$585000.0,4 days on Zillow,https://www.zillow.com/community/1288-howard/2061474430_zpid/
2110 A Pine St,San Francisco,CA,94115,37.788494,-122.43071,1,$799000.0,11 days on Zillow,https://www.zillow.com/homedetails/2110-A-Pine-St-San-Francisco-CA-94115/2067406034_zpid/
339 Paul Ave,San Francisco,CA,94124,37.722977,-122.39907,2,$688000.0,"$100,000 (Feb 11)",https://www.zillow.com/homedetails/339-Paul-Ave-San-Francisco-CA-94124/15159515_zpid/
2555 Leavenworth St APT 106,San Francisco,CA,94133,37.80469,-122.41871,1,$680000.0,25 days on Zillow,https://www.zillow.com/homedetails/2555-Leavenworth-St-APT-106-San-Francisco-CA-94133/15063565_zpid/
3981 Alemany Blvd APT 203,San Francisco,CA,94132,37.71046,-122.46915,1,$568000.0,4 days on Zillow,https://www.zillow.com/homedetails/3981-Alemany-Blvd-APT-203-San-Francisco-CA-94132/67395118_zpid/
1163-1169 Alabama St #1169A,San Francisco,CA,94110,,,2,$749000.0,12 days on Zillow,https://www.zillow.com/homedetails/1163-1169-Alabama-St-1169A-San-Francisco-CA-94110/2059304520_zpid/
719 Larkin St UNIT 502,San Francisco,CA,94109,37.784546,-122.418076,1,$377285.0,159 days on Zillow,https://www.zillow.com/homedetails/719-Larkin-St-UNIT-502-San-Francisco-CA-94109/325648151_zpid/
88 Guy Pl APT 302,San Francisco,CA,94105,37.78622,-122.394844,1,$675000.0,18 days on Zillow,https://www.zillow.com/homedetails/88-Guy-Pl-APT-302-San-Francisco-CA-94105/89239261_zpid/
601 Van Ness Ave APT 601,San Francisco,CA,94102,37.78168,-122.42091,1,$599000.0,6 days on Zillow,https://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-601-San-Francisco-CA-94102/15077701_zpid/
